time,stock,stock_size,scenario_label,b_v_k
4.6000000000000005,Strong stock,3.94903462041081,None,0.9872586551027025
4.6000000000000005,Weak stock,1.9742862419265312,None,0.9871431209632656
4.7,Strong stock,3.9486447080502556,None,0.9871611770125639
4.7,Weak stock,1.9740887628566117,None,0.9870443814283059
4.800000000000001,Strong stock,3.9482558983641978,None,0.9870639745910494
4.800000000000001,Weak stock,1.973891887355962,None,0.986945943677981
4.9,Strong stock,3.9478678491921944,None,0.9869669622980486
4.9,Weak stock,1.9736954399210385,None,0.9868477199605192
5,Strong stock,3.947480249091586,None,0.9868700622728965
5,Weak stock,1.9734992606662545,None,0.9867496303331272
5.1000000000000005,Strong stock,3.9470928144304573,None,0.9867732036076143
5.1000000000000005,Weak stock,1.973303203860005,None,0.9866516019300025
5.2,Strong stock,3.946705286756154,None,0.9866763216890385
5.2,Weak stock,1.973107136598149,None,0.9865535682990745
5.300000000000001,Strong stock,3.946317430412326,None,0.9865793576030815
5.300000000000001,Weak stock,1.9729109376015883,None,0.9864554688007942
5.4,Strong stock,3.9459290303809813,None,0.9864822575952453
5.4,Weak stock,1.9727144961263132,None,0.9863572480631566
5.5,Strong stock,3.9455398903282646,None,0.9863849725820661
5.5,Weak stock,1.9725177109753769,None,0.9862588554876884
5.6000000000000005,Strong stock,3.9451498308346817,None,0.9862874577086704
5.6000000000000005,Weak stock,1.972320489603238,None,0.986160244801619
5.7,Strong stock,3.9447586877923224,None,0.9861896719480806
5.7,Weak stock,1.9721227473038205,None,0.9860613736519103
5.800000000000001,Strong stock,3.944366310953294,None,0.9860915777383235
5.800000000000001,Weak stock,1.9719244064744492,None,0.9859622032372246
5.9,Strong stock,3.943972562615068,None,0.985993140653767
5.9,Weak stock,1.971725395948552,None,0.985862697974276
6,Strong stock,3.9435773164298085,None,0.9858943291074521
6,Weak stock,1.9715256503906964,None,0.9857628251953482
6.1000000000000005,Strong stock,3.943180456325957,None,0.9857951140814892
6.1000000000000005,Weak stock,1.971325109748125,None,0.9856625548740625
6.2,Strong stock,3.9427818755314834,None,0.9856954688828709
6.2,Weak stock,1.9711237187535011,None,0.9855618593767506
6.300000000000001,Strong stock,3.9423814756891984,None,0.9855953689222996
6.300000000000001,Weak stock,1.9709214264740795,None,0.9854607132370398
6.4,Strong stock,3.941979166055429,None,0.9854947915138572
6.4,Weak stock,1.9707181859029554,None,0.9853590929514777
6.5,Strong stock,3.941574862774202,None,0.9853937156935505
6.5,Weak stock,1.9705139535884626,None,0.9852569767942313
6.6000000000000005,Strong stock,3.9411684882197964,None,0.9852921220549491
6.6000000000000005,Weak stock,1.9703086892981496,None,0.9851543446490748
6.7,Strong stock,3.940759970401221,None,0.9851899926003053
6.7,Weak stock,1.9701023557141062,None,0.9850511778570531
6.800000000000001,Strong stock,3.940349242422775,None,0.9850873106056938
6.800000000000001,Weak stock,1.9698949181567085,None,0.9849474590783542
6.9,Strong stock,3.9399362419953983,None,0.9849840604988496
6.9,Weak stock,1.9696863443341275,None,0.9848431721670637
7,Strong stock,3.9395209109940246,None,0.9848802277485061
7,Weak stock,1.9694766041151945,None,0.9847383020575973
7.1000000000000005,Strong stock,3.9391031950565942,None,0.9847757987641486
7.1000000000000005,Weak stock,1.969265669323445,None,0.9846328346617225
7.2,Strong stock,3.938683043220811,None,0.9846707608052028
7.2,Weak stock,1.969053513550356,None,0.984526756775178
7.300000000000001,Strong stock,3.9382604075950693,None,0.9845651018987673
7.300000000000001,Weak stock,1.9688401119859933,None,0.9844200559929966
7.4,Strong stock,3.937835243060341,None,0.9844588107650852
7.4,Weak stock,1.968625441265436,None,0.984312720632718
7.5,Strong stock,3.9374075070001013,None,0.9843518767500253
7.5,Weak stock,1.9684094793295108,None,0.9842047396647554
7.6000000000000005,Strong stock,3.9369771590556546,None,0.9842442897639136
7.6000000000000005,Weak stock,1.968192205298496,None,0.984096102649248
7.7,Strong stock,3.936544160904458,None,0.9841360402261145
7.7,Weak stock,1.9679735993575882,None,0.9839867996787941
7.800000000000001,Strong stock,3.9361084760592875,None,0.9840271190148219
7.800000000000001,Weak stock,1.9677536426530333,None,0.9838768213265167
7.9,Strong stock,3.9356700696862754,None,0.9839175174215689
7.9,Weak stock,1.9675323171979247,None,0.9837661585989623
8,Strong stock,3.9352289084400462,None,0.9838072271100116
8,Weak stock,1.96730960578677,None,0.983654802893385
8.1,Strong stock,3.9347849603143357,None,0.9836962400785839
8.1,Weak stock,1.9670854919180065,None,0.9835427459590033
8.200000000000001,Strong stock,3.9343381945066405,None,0.9835845486266601
8.200000000000001,Weak stock,1.9668599597237222,None,0.9834299798618611
8.3,Strong stock,3.933888581295576,None,0.983472145323894
8.3,Weak stock,1.9666329939059166,None,0.9833164969529583
8.4,Strong stock,3.933436091929741,None,0.9833590229824353
8.4,Weak stock,1.9664045796786829,None,0.9832022898393414
8.5,Strong stock,3.932980698527015,None,0.9832451746317538
8.5,Weak stock,1.9661747027157677,None,0.9830873513578838
8.6,Strong stock,3.932522373984786,None,0.9831305934961965
8.6,Weak stock,1.9659433491037905,None,0.9829716745518953
8.700000000000001,Strong stock,3.932061091871601,None,0.9830152729679003
8.700000000000001,Weak stock,1.9657105052854689,None,0.9828552526427344
8.8,Strong stock,3.9315968264095402,None,0.9828992066023851
8.8,Weak stock,1.9654761580508746,None,0.9827380790254373
8.9,Strong stock,3.9311295523882563,None,0.9827823880970641
8.9,Weak stock,1.9652402944924356,None,0.9826201472462178
9,Strong stock,3.930659245053668,None,0.982664811263417
9,Weak stock,1.9650029019463153,None,0.9825014509731577
9.1,Strong stock,3.930185880091927,None,0.9825464700229818
9.1,Weak stock,1.9647639679842048,None,0.9823819839921024
9.200000000000001,Strong stock,3.9297094335836715,None,0.9824273583959179
9.200000000000001,Weak stock,1.9645234803894571,None,0.9822617401947286
9.3,Strong stock,3.92922988194115,None,0.9823074704852875
9.3,Weak stock,1.9642814271239246,None,0.9821407135619623
9.4,Strong stock,3.9287472018681457,None,0.9821868004670364
9.4,Weak stock,1.964037796306881,None,0.9820188981534405
9.5,Strong stock,3.9282613703326517,None,0.9820653425831629
9.5,Weak stock,1.9637925762007724,None,0.9818962881003862
9.600000000000001,Strong stock,3.927772364522638,None,0.9819430911306595
9.600000000000001,Weak stock,1.9635457551877762,None,0.9817728775938881
9.700000000000001,Strong stock,3.927280161831175,None,0.9818200404577937
9.700000000000001,Weak stock,1.9632973217622567,None,0.9816486608811283
9.8,Strong stock,3.9267847398218687,None,0.9816961849554672
9.8,Weak stock,1.9630472645124948,None,0.9815236322562474
9.9,Strong stock,3.9262860761875684,None,0.9815715190468921
9.9,Weak stock,1.962795572098611,None,0.9813977860493055
10,Strong stock,3.9257841487407257,None,0.9814460371851814
10,Weak stock,1.962542233247635,None,0.9812711166238175
10.100000000000001,Strong stock,3.925278935393058,None,0.9813197338482645
10.100000000000001,Weak stock,1.9622872367428352,None,0.9811436183714176
10.200000000000001,Strong stock,3.924770414131939,None,0.9811926035329848
10.200000000000001,Weak stock,1.9620305714110895,None,0.9810152857055447
10.3,Strong stock,3.924258563004036,None,0.981064640751009
10.3,Weak stock,1.961772226114198,None,0.980886113057099
10.4,Strong stock,3.9237433601021694,None,0.9809358400255423
10.4,Weak stock,1.961512189742017,None,0.9807560948710085
10.5,Strong stock,3.9232247835495224,None,0.9808061958873806
10.5,Weak stock,1.9612504512039353,None,0.9806252256019676
10.600000000000001,Strong stock,3.922702811488857,None,0.9806757028722143
10.600000000000001,Weak stock,1.9609869994234057,None,0.9804934997117029
10.700000000000001,Strong stock,3.922177422068884,None,0.980544355517221
10.700000000000001,Weak stock,1.9607218233306543,None,0.9803609116653271
10.8,Strong stock,3.9216485934318417,None,0.9804121483579604
10.8,Weak stock,1.9604549118558117,None,0.9802274559279058
10.9,Strong stock,3.921116303706488,None,0.980279075926622
10.9,Weak stock,1.960186253925337,None,0.9800931269626685
11,Strong stock,3.920580530998192,None,0.980145132749548
11,Weak stock,1.9599158384568187,None,0.9799579192284094
11.100000000000001,Strong stock,3.9200412533815485,None,0.9800103133453871
11.100000000000001,Weak stock,1.9596436543548985,None,0.9798218271774493
11.200000000000001,Strong stock,3.919498448893797,None,0.9798746122234493
11.200000000000001,Weak stock,1.95936969050774,None,0.97968484525387
11.3,Strong stock,3.9189520955275072,None,0.9797380238818768
11.3,Weak stock,1.959093935783224,None,0.979546967891612
11.4,Strong stock,3.9184021712265595,None,0.9796005428066399
11.4,Weak stock,1.9588163790266508,None,0.9794081895133254
11.5,Strong stock,3.917848653876988,None,0.979462163469247
11.5,Weak stock,1.9585370090561054,None,0.9792685045280527
11.600000000000001,Strong stock,3.917291521302009,None,0.9793228803255023
11.600000000000001,Weak stock,1.9582558146597477,None,0.9791279073298739
11.700000000000001,Strong stock,3.9167307512615928,None,0.9791826878153982
11.700000000000001,Weak stock,1.957972784595309,None,0.9789863922976545
11.8,Strong stock,3.9161663214465015,None,0.9790415803616254
11.8,Weak stock,1.9576879075870675,None,0.9788439537935337
11.9,Strong stock,3.915598209472693,None,0.9788995523681733
11.9,Weak stock,1.9574011723229257,None,0.9787005861614628
12,Strong stock,3.9150263928806752,None,0.9787565982201688
12,Weak stock,1.9571125674539163,None,0.9785562837269581
12.100000000000001,Strong stock,3.9144508491329804,None,0.9786127122832451
12.100000000000001,Weak stock,1.9568220815928326,None,0.9784110407964163
12.200000000000001,Strong stock,3.9138715556092567,None,0.9784678889023142
12.200000000000001,Weak stock,1.9565297033116924,None,0.9782648516558462
12.3,Strong stock,3.9132884896071554,None,0.9783221224017888
12.3,Weak stock,1.9562354211420625,None,0.9781177105710313
12.4,Strong stock,3.9127016283338247,None,0.9781754070834562
12.4,Weak stock,1.955939223570754,None,0.977969611785377
12.5,Strong stock,3.9121109489045387,None,0.9780277372261347
12.5,Weak stock,1.9556410990390387,None,0.9778205495195194
12.600000000000001,Strong stock,3.911516428347297,None,0.9778791070868242
12.600000000000001,Weak stock,1.9553410359448364,None,0.9776705179724182
12.700000000000001,Strong stock,3.910918043597099,None,0.9777295108992747
12.700000000000001,Weak stock,1.955039022639815,None,0.9775195113199076
12.8,Strong stock,3.910315771494336,None,0.977578942873584
12.8,Weak stock,1.9547350474285219,None,0.9773675237142609
12.9,Strong stock,3.909709588783649,None,0.9774273971959122
12.9,Weak stock,1.9544290985677522,None,0.9772145492838761
13,Strong stock,3.909099472112648,None,0.977274868028162
13,Weak stock,1.9541211642658545,None,0.9770605821329272
13.100000000000001,Strong stock,3.908485398030731,None,0.9771213495076827
13.100000000000001,Weak stock,1.953811232682092,None,0.976905616341046
13.200000000000001,Strong stock,3.907867342988007,None,0.9769668357470017
13.200000000000001,Weak stock,1.9534992919260608,None,0.9767496459630304
13.3,Strong stock,3.907245283334324,None,0.976811320833581
13.3,Weak stock,1.9531853300571602,None,0.9765926650285801
13.4,Strong stock,3.9066191953183838,None,0.9766547988295959
13.4,Weak stock,1.9528693350841146,None,0.9764346675420573
13.5,Strong stock,3.9059890550869394,None,0.9764972637717348
13.5,Weak stock,1.9525512949645354,None,0.9762756474822677
13.600000000000001,Strong stock,3.9053548386840653,None,0.9763387096710163
13.600000000000001,Weak stock,1.9522311976045275,None,0.9761155988022637
13.700000000000001,Strong stock,3.904716522050503,None,0.9761791305126257
13.700000000000001,Weak stock,1.9519090308583302,None,0.9759545154291651
13.8,Strong stock,3.9040740810230603,None,0.9760185202557651
13.8,Weak stock,1.9515847825279933,None,0.9757923912639966
13.9,Strong stock,3.9034274913340807,None,0.9758568728335202
13.9,Weak stock,1.9512584403630842,None,0.9756292201815421
14,Strong stock,3.902776728610954,None,0.9756941821527385
14,Weak stock,1.9509299920604242,None,0.9754649960302121
14.100000000000001,Strong stock,3.902121768375686,None,0.9755304420939215
14.100000000000001,Weak stock,1.95059942526385,None,0.975299712631925
14.200000000000001,Strong stock,3.9014625860445094,None,0.9753656465111273
14.200000000000001,Weak stock,1.9502667275640029,None,0.9751333637820014
14.3,Strong stock,3.900799156927537,None,0.9751997892318842
14.3,Weak stock,1.9499318864981365,None,0.9749659432490683
14.4,Strong stock,3.9001314562284537,None,0.9750328640571134
14.4,Weak stock,1.949594889549949,None,0.9747974447749745
14.5,Strong stock,3.8994594590442477,None,0.9748648647610619
14.5,Weak stock,1.9492557241494333,None,0.9746278620747166
14.600000000000001,Strong stock,3.898783140364973,None,0.9746957850912432
14.600000000000001,Weak stock,1.9489143776727453,None,0.9744571888363727
14.700000000000001,Strong stock,3.898102475073542,None,0.9745256187683855
14.700000000000001,Weak stock,1.9485708374420898,None,0.9742854187210449
14.8,Strong stock,3.897417437945555,None,0.9743543594863887
14.8,Weak stock,1.9482250907256218,None,0.9741125453628109
14.9,Strong stock,3.896728003649145,None,0.9741820009122862
14.9,Weak stock,1.947877124737362,None,0.973938562368681
15,Strong stock,3.896034146744861,None,0.9740085366862152
15,Weak stock,1.9475269266371282,None,0.9737634633185641
15.100000000000001,Strong stock,3.89533584168557,None,0.9738339604213925
15.100000000000001,Weak stock,1.9471744835304776,None,0.9735872417652388
15.200000000000001,Strong stock,3.8946330628163817,None,0.9736582657040954
15.200000000000001,Weak stock,1.946819782468663,None,0.9734098912343315
15.3,Strong stock,3.8939257843745985,None,0.9734814460936496
15.3,Weak stock,1.9464628104486,None,0.9732314052243
15.4,Strong stock,3.893213980489682,None,0.9733034951224205
15.4,Weak stock,1.9461035544128453,None,0.9730517772064227
15.5,Strong stock,3.8924976251832457,None,0.9731244062958114
15.5,Weak stock,1.9457420012495872,None,0.9728710006247936
15.600000000000001,Strong stock,3.8917766923690604,None,0.9729441730922651
15.600000000000001,Weak stock,1.9453781377926433,None,0.9726890688963217
15.700000000000001,Strong stock,3.8910511558530847,None,0.9727627889632712
15.700000000000001,Weak stock,1.9450119508214718,None,0.9725059754107359
15.8,Strong stock,3.8903209893335076,None,0.9725802473333769
15.8,Weak stock,1.944643427061188,None,0.972321713530594
15.9,Strong stock,3.8895861664008113,None,0.9723965416002028
15.9,Weak stock,1.9442725531825933,None,0.9721362765912966
16,Strong stock,3.8888466605378507,None,0.9722116651344627
16,Weak stock,1.943899315802212,None,0.971949657901106
16.1,Strong stock,3.88810244511995,None,0.9720256112799875
16.1,Weak stock,1.9435237014823348,None,0.9717618507411674
16.2,Strong stock,3.8873534934150116,None,0.9718383733537529
16.2,Weak stock,1.9431456967310738,None,0.9715728483655369
16.3,Strong stock,3.886599778583644,None,0.971649944645911
16.3,Weak stock,1.942765288002423,None,0.9713826440012115
16.400000000000002,Strong stock,3.885841273679305,None,0.9714603184198263
16.400000000000002,Weak stock,1.9423824616963277,None,0.9711912308481638
16.5,Strong stock,3.8850779516484573,None,0.9712694879121143
16.5,Weak stock,1.9419972041587619,None,0.9709986020793809
16.6,Strong stock,3.8843097853307413,None,0.9710774463326853
16.6,Weak stock,1.9416095016818125,None,0.9708047508409062
16.7,Strong stock,3.8835367474591616,None,0.9708841868647904
16.7,Weak stock,1.9412193405037728,None,0.9706096702518864
16.8,Strong stock,3.882758810660288,None,0.970689702665072
16.8,Weak stock,1.940826706809241,None,0.9704133534046205
16.900000000000002,Strong stock,3.8819759474544706,None,0.9704939868636177
16.900000000000002,Weak stock,1.9404315867292286,None,0.9702157933646143
17,Strong stock,3.88118813025607,None,0.9702970325640174
17,Weak stock,1.9400339663412731,None,0.9700169831706366
17.1,Strong stock,3.880395331373699,None,0.9700988328434248
17.1,Weak stock,1.9396338316695632,None,0.9698169158347816
17.2,Strong stock,3.879597523010485,None,0.9698993807526213
17.2,Weak stock,1.9392311686850632,None,0.9696155843425316
17.3,Strong stock,3.878794677264338,None,0.9696986693160845
17.3,Weak stock,1.938825963305653,None,0.9694129816528265
17.400000000000002,Strong stock,3.8779867661282386,None,0.9694966915320596
17.400000000000002,Weak stock,1.9384182013962707,None,0.9692091006981354
17.5,Strong stock,3.8771737614905373,None,0.9692934403726343
17.5,Weak stock,1.9380078687690618,None,0.9690039343845309
17.6,Strong stock,3.8763556351352713,None,0.9690889087838178
17.6,Weak stock,1.9375949511835395,None,0.9687974755917698
17.7,Strong stock,3.8755323587424892,None,0.9688830896856223
17.7,Weak stock,1.9371794343467479,None,0.9685897171733739
17.8,Strong stock,3.8747039038885984,None,0.9686759759721496
17.8,Weak stock,1.9367613039134348,None,0.9683806519567174
17.900000000000002,Strong stock,3.8738702420467184,None,0.9684675605116796
17.900000000000002,Weak stock,1.936340545486233,None,0.9681702727431165
18,Strong stock,3.8730313445870554,None,0.9682578361467639
18,Weak stock,1.9359171446158452,None,0.9679585723079226
18.1,Strong stock,3.8721871827772865,None,0.9680467956943216
18.1,Weak stock,1.9354910868012392,None,0.9677455434006196
18.2,Strong stock,3.87133772778296,None,0.96783443194574
18.2,Weak stock,1.9350623574898502,None,0.9675311787449251
18.3,Strong stock,3.8704829506679133,None,0.9676207376669783
18.3,Weak stock,1.9346309420777896,None,0.9673154710388948
18.400000000000002,Strong stock,3.8696228223946996,None,0.9674057055986749
18.400000000000002,Weak stock,1.9341968259100601,None,0.9670984129550301
18.5,Strong stock,3.868757313825035,None,0.9671893284562587
18.5,Weak stock,1.9337599942807833,None,0.9668799971403916
18.6,Strong stock,3.867886395720257,None,0.9669715989300642
18.6,Weak stock,1.933320432433428,None,0.966660216216714
18.7,Strong stock,3.8670100387418014,None,0.9667525096854503
18.7,Weak stock,1.9328781255610523,None,0.9664390627805262
18.8,Strong stock,3.86612821345169,None,0.9665320533629225
18.8,Weak stock,1.9324330588065493,None,0.9662165294032746
18.900000000000002,Strong stock,3.8652408903130384,None,0.9663102225782596
18.900000000000002,Weak stock,1.9319852172629026,None,0.9659926086314513
19,Strong stock,3.864348039690576,None,0.966087009922644
19,Weak stock,1.9315345859734492,None,0.9657672929867246
19.1,Strong stock,3.8634496318511826,None,0.9658624079627957
19.1,Weak stock,1.93108114993215,None,0.965540574966075
19.200000000000003,Strong stock,3.862545636964444,None,0.965636409241111
19.200000000000003,Weak stock,1.9306248940838697,None,0.9653124470419349
19.3,Strong stock,3.861636025103217,None,0.9654090062758043
19.3,Weak stock,1.9301658033246618,None,0.9650829016623309
19.400000000000002,Strong stock,3.860720766244215,None,0.9651801915610537
19.400000000000002,Weak stock,1.929703862502065,None,0.9648519312510325
19.5,Strong stock,3.8597998302686096,None,0.9649499575671524
19.5,Weak stock,1.9292390564154063,None,0.9646195282077031
19.6,Strong stock,3.8588731869626507,None,0.9647182967406627
19.6,Weak stock,1.9287713698161122,None,0.9643856849080561
19.700000000000003,Strong stock,3.857940806018296,None,0.964485201504574
19.700000000000003,Weak stock,1.9283007874080293,None,0.9641503937040147
19.8,Strong stock,3.8570026570338647,None,0.9642506642584662
19.8,Weak stock,1.9278272938477528,None,0.9639136469238764
19.900000000000002,Strong stock,3.856058709514706,None,0.9640146773786765
19.900000000000002,Weak stock,1.9273508737449625,None,0.9636754368724813
20,Strong stock,3.855108932873882,None,0.9637772332184705
20,Weak stock,1.926871511662769,None,0.9634357558313845
20.1,Strong stock,3.8541532964328726,None,0.9635383241082182
20.1,Weak stock,1.9263891921180696,None,0.9631945960590348
20.200000000000003,Strong stock,3.8531917694222924,None,0.9632979423555731
20.200000000000003,Weak stock,1.9259038995819096,None,0.9629519497909548
20.3,Strong stock,3.852224320982631,None,0.9630560802456577
20.3,Weak stock,1.925415618479855,None,0.9627078092399275
20.400000000000002,Strong stock,3.8512509201650063,None,0.9628127300412516
20.400000000000002,Weak stock,1.9249243331923742,None,0.9624621665961871
20.5,Strong stock,3.850271535931938,None,0.9625678839829845
20.5,Weak stock,1.9244300280552284,None,0.9622150140276142
20.6,Strong stock,3.8492861371581415,None,0.9623215342895354
20.6,Weak stock,1.9239326873598699,None,0.9619663436799349
20.700000000000003,Strong stock,3.8482946926313333,None,0.9620736731578333
20.700000000000003,Weak stock,1.923432295353852,None,0.961716147676926
20.8,Strong stock,3.8472971710530524,None,0.9618242927632631
20.8,Weak stock,1.922928836241241,None,0.9614644181206204
20.900000000000002,Strong stock,3.84629354103952,None,0.96157338525988
20.900000000000002,Weak stock,1.9224222941830509,None,0.9612111470915254
21,Strong stock,3.845283771122529,None,0.9613209427806323
21,Weak stock,1.9219126532976933,None,0.9609563266488467
21.1,Strong stock,3.8442678297502875,None,0.9610669574375719
21.1,Weak stock,1.9213998976614013,None,0.9606999488307006
21.200000000000003,Strong stock,3.843245685288329,None,0.9608114213220823
21.200000000000003,Weak stock,1.9208840113086907,None,0.9604420056543453
21.3,Strong stock,3.84221730602045,None,0.9605543265051125
21.3,Weak stock,1.9203649782328316,None,0.9601824891164158
21.400000000000002,Strong stock,3.8411826601496477,None,0.9602956650374119
21.400000000000002,Weak stock,1.9198427823863233,None,0.9599213911931617
21.5,Strong stock,3.8401417157990867,None,0.9600354289497717
21.5,Weak stock,1.9193174076813804,None,0.9596587038406902
21.6,Strong stock,3.8390944410130787,None,0.9597736102532697
21.6,Weak stock,1.918788837990429,None,0.9593944189952145
21.700000000000003,Strong stock,3.8380408037580875,None,0.9595102009395219
21.700000000000003,Weak stock,1.9182570571466133,None,0.9591285285733067
21.8,Strong stock,3.836980771923752,None,0.959245192980938
21.8,Weak stock,1.9177220489443116,None,0.9588610244721558
21.900000000000002,Strong stock,3.8359143133239324,None,0.9589785783309831
21.900000000000002,Weak stock,1.917183797139665,None,0.9585918985698325
22,Strong stock,3.8348413956977736,None,0.9587103489244434
22,Weak stock,1.9166422854511131,None,0.9583211427255566
22.1,Strong stock,3.8337619867107917,None,0.9584404966776979
22.1,Weak stock,1.916097497559944,None,0.958048748779972
22.200000000000003,Strong stock,3.832676053955982,None,0.9581690134889955
22.200000000000003,Weak stock,1.9155494171108522,None,0.9577747085554261
22.3,Strong stock,3.831583564954949,None,0.9578958912387372
22.3,Weak stock,1.9149980277125085,None,0.9574990138562542
22.400000000000002,Strong stock,3.8304844871590515,None,0.9576211217897629
22.400000000000002,Weak stock,1.9144433129381404,None,0.9572216564690702
22.5,Strong stock,3.8293787879505823,None,0.9573446969876456
22.5,Weak stock,1.913885256326124,None,0.956942628163062
22.6,Strong stock,3.828266434643954,None,0.9570666086609885
